title,dosage_form,manufacturer,strength,price,url
Alfradin,Capsule,Allied Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 12.50,https://medex.com.bd/brands/25855/alfradin-500mg
Alfradin DS,Powder for Suspension,Allied Pharmaceuticals Ltd.,250 mg/5 ml,"100 ml bottle :
            
                                    ৳ 120.00",https://medex.com.bd/brands/25856/alfradin-ds-250mg
Alfumax-ER,Tablet (Extended Release),UniMed UniHealth,10 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/427/alfumax-er-10mg
Algecal,Tablet,Opsonin Pharma Ltd.,500 mg+200 IU,Unit Price : ৳ 10.00,https://medex.com.bd/brands/28782/algecal-500mg
Algecal Dx,Tablet,Opsonin Pharma Ltd.,600 mg+400 IU,Unit Price : ৳ 15.00,https://medex.com.bd/brands/29461/algecal-dx-600mg
Algerd,Oral Suspension,Monicopharma Ltd.,(500 mg+100 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 150.00",https://medex.com.bd/brands/16685/algerd-500mg
Algex,Oral Suspension,Doctor’s Chemical Works Ltd.,(175 mg+225 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 33.00",https://medex.com.bd/brands/28131/algex-175mg
Algex,Chewable Tablet,Doctor’s Chemical Works Ltd.,250 mg+400 mg,Unit Price : ৳ 0.50,https://medex.com.bd/brands/453/algex-250mg
Algicar Plus,Oral Suspension,Techno Drugs Ltd.,(500 mg+267 mg+160 mg)/10 ml,"200 ml bottle :
            
                                    ৳ 250.00",https://medex.com.bd/brands/31101/algicar-plus-500mg
Algicid,Oral Suspension,Incepta Pharmaceuticals Ltd.,(500 mg+100 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 150.00",https://medex.com.bd/brands/1396/algicid-500mg
Algicid,Chewable Tablet,Incepta Pharmaceuticals Ltd.,500 mg+100 mg,Unit Price : ৳ 3.50,https://medex.com.bd/brands/16686/algicid-500mg
Algicid DX,Oral Suspension,Incepta Pharmaceuticals Ltd.,(500 mg+213 mg+325 mg)/10 ml,"200 ml bottle :
            
                                    ৳ 300.00",https://medex.com.bd/brands/32170/algicid-dx-500mg
Algicid Plus,Oral Suspension,Incepta Pharmaceuticals Ltd.,(500 mg+267 mg+160 mg)/10 ml,"200 ml bottle :
            
                                    ৳ 250.00",https://medex.com.bd/brands/26556/algicid-plus-500mg
Algicon,Chewable Tablet,Leon Pharmaceuticals Ltd.,500 mg+100 mg,Unit Price : ৳ 3.01,https://medex.com.bd/brands/24561/algicon-500mg
Algicon,Oral Suspension,Leon Pharmaceuticals Ltd.,(500 mg+100 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 125.00",https://medex.com.bd/brands/24560/algicon-500mg
Algin,Tablet,Renata Limited,50 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/1430/algin-50mg
Algin,IM/IV Injection,Renata Limited,5 mg/2 ml,"2 ml ampoule :
            
                                    ৳ 35.00",https://medex.com.bd/brands/1432/algin-5mg
Algirex,Tablet,Ibn Sina Pharmaceuticals Ltd.,60 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/11150/algirex-60mg
Algirex,Tablet,Ibn Sina Pharmaceuticals Ltd.,90 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/11151/algirex-90mg
Algirex,Tablet,Ibn Sina Pharmaceuticals Ltd.,120 mg,Unit Price : ৳ 14.25,https://medex.com.bd/brands/11152/algirex-120mg
Algisum,Chewable Tablet,Opsonin Pharma Ltd.,500 mg+100 mg,Unit Price : ৳ 3.50,https://medex.com.bd/brands/1397/algisum-500mg
Algisum,Oral Suspension,Opsonin Pharma Ltd.,(500 mg+100 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 150.00",https://medex.com.bd/brands/1398/algisum-500mg
Algisum Max,Oral Suspension,Opsonin Pharma Ltd.,(500 mg+267 mg+160 mg)/10 ml,"200 ml bottle :
            
                                    ৳ 250.00",https://medex.com.bd/brands/31531/algisum-max-500mg
Algita D,Tablet,Labaid Pharma Ltd.,500 mg+200 IU,Unit Price : ৳ 10.00,https://medex.com.bd/brands/28633/algita-d-500mg
Algita DX,Tablet,Labaid Pharma Ltd.,600 mg+400 IU,Unit Price : ৳ 15.00,https://medex.com.bd/brands/30004/algita-dx-600mg
Algrofin,Capsule,Genvio Pharma Ltd.,250 mg,"Unit Price : ৳ 2,700.00",https://medex.com.bd/brands/29317/algrofin-250mg
Alia,Tablet,ACME Laboratories Ltd.,5 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/29306/alia-5mg
Alice,Lotion,Square Pharmaceuticals Ltd.,0.5%,"60 gm tube :
            
                                    ৳ 130.00",https://medex.com.bd/brands/26161/alice-05
Alice,Tablet,Square Pharmaceuticals Ltd.,6 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/28709/alice-6mg
Alice,Tablet,Square Pharmaceuticals Ltd.,12 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/28710/alice-12mg
Aliksir,Soft Gelatin Capsule,Renata Limited,500 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/29868/aliksir-500mg
Alimta,IV Infusion,Healthcare Pharmaceuticals Ltd.,500 mg/vial,"500 mg vial :
            
                                    ৳ 64,187.00",https://medex.com.bd/brands/15073/alimta-500mg
Alimta,IV Infusion,Healthcare Pharmaceuticals Ltd.,100 mg/vial,"100 mg vial :
            
                                    ৳ 13,372.00",https://medex.com.bd/brands/28995/alimta-100mg
Alin,Tablet,Rephco Pharmaceuticals Ltd.,150 mg,Unit Price : ৳ 2.50,https://medex.com.bd/brands/1679/alin-150mg
Alinix,Tablet,Healthcare Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/2288/alinix-500mg
Alinix,Powder for Suspension,Healthcare Pharmaceuticals Ltd.,100 mg/5 ml,"30 ml bottle :
            
                                    ৳ 35.00",https://medex.com.bd/brands/2289/alinix-100mg
Alisa,Tablet,Hamdard Bangladesh,,Unit Price : ৳ 2.00,https://medex.com.bd/brands/29643/alisa
Alistin DT,Orally Dispersible Tablet,Opsonin Pharma Ltd.,600 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/29462/alistin-dt-600mg
Alkamax,Oral Solution,Drug International Ltd.,(1500 mg+250 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 200.00",https://medex.com.bd/brands/23722/alkamax-1500mg
Alkamin,Syrup,Alkad Laboratories,2 mg/5 ml,"60 ml bottle :
            
                                    ৳ 11.11",https://medex.com.bd/brands/19236/alkamin-2mg
Alkaparol,Oral Suspension,Alkad Laboratories,120 mg/5 ml,"60 ml bottle :
            
                                    ৳ 18.00",https://medex.com.bd/brands/23386/alkaparol-120mg
Alkatrim,Oral Suspension,Alkad Laboratories,(200 mg+40 mg)/5 ml,"60 ml bottle :
            
                                    ৳ 22.00",https://medex.com.bd/brands/16922/alkatrim-200mg
Alkazol,Oral Suspension,Alkad Laboratories,200 mg/5 ml,"60 ml bottle :
            
                                    ৳ 24.00",https://medex.com.bd/brands/22335/alkazol-200mg
Alken,Oral Solution,Al-Madina Pharmaceuticals Ltd.,(1500 mg+250 mg)/5 ml,"100 ml bottle :
            
                                    ৳ 100.00",https://medex.com.bd/brands/29233/alken-1500mg
Alkuli,Syrup,Hamdard Bangladesh,,"100 ml bottle :
            
                                    ৳ 50.00",https://medex.com.bd/brands/29644/alkuli
Alkurin,Oral Solution,Ibn Sina Pharmaceuticals Ltd.,(1500 mg+250 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 200.00",https://medex.com.bd/brands/23724/alkurin-1500mg
Allbeevit,IM/IV Injection,Medimet Pharmaceuticals Ltd.,,"2 ml ampoule :
            
                                    ৳ 8.00",https://medex.com.bd/brands/13741/allbeevit
Allbeevit,Syrup,Medimet Pharmaceuticals Ltd.,,"100 ml bottle :
            
                                    ৳ 25.00",https://medex.com.bd/brands/13740/allbeevit
Allbeevit,Tablet,Medimet Pharmaceuticals Ltd.,,Unit Price : ৳ 0.52,https://medex.com.bd/brands/13739/allbeevit
Allbeevit,Capsule,Medimet Pharmaceuticals Ltd.,,Unit Price : ৳ 1.00,https://medex.com.bd/brands/13738/allbeevit
Allbeevit,Tablet,Medimet Pharmaceuticals Ltd.,,Unit Price : ৳ 0.52,https://medex.com.bd/brands/13737/allbeevit
Allbeevit-M,Tablet,Medimet Pharmaceuticals Ltd.,,Unit Price : ৳ 1.50,https://medex.com.bd/brands/14187/allbeevit-m
Alleloc,Ophthalmic Solution,Navana Pharmaceuticals Ltd.,0.1%,"5 ml drop :
            
                                    ৳ 100.30",https://medex.com.bd/brands/15978/alleloc-01
Alleloc DS,Ophthalmic Solution,Navana Pharmaceuticals Ltd.,0.2%,"5 ml drop :
            
                                    ৳ 150.44",https://medex.com.bd/brands/15999/alleloc-ds-02
Allercet,Syrup,Marksman Pharmaceuticals Ltd.,5 mg/5 ml,"60 ml bottle :
            
                                    ৳ 14.80",https://medex.com.bd/brands/12018/allercet-5mg
Allercet,Tablet,Marksman Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 2.50,https://medex.com.bd/brands/12017/allercet-10mg
Allergan,Elixir,Cipla Limited,5 mg/5 ml,"100 ml bottle :
            
                                    ৳ 24.00",https://medex.com.bd/brands/29924/allergan-5mg
Allerkit,Syrup,Monicopharma Ltd.,1 mg/5 ml,"100 ml bottle :
            
                                    ৳ 40.00",https://medex.com.bd/brands/3713/allerkit-1mg
Allerkit-E,Ophthalmic Solution,Monicopharma Ltd.,0.025%,"5 ml drop :
            
                                    ৳ 95.36",https://medex.com.bd/brands/15946/allerkit-e-0025
Allernil,Tablet,Kemiko Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 2.51,https://medex.com.bd/brands/11917/allernil-10mg
Allernil,Syrup,Kemiko Pharmaceuticals Ltd.,5 mg/5 ml,"60 ml bottle :
            
                                    ৳ 25.00",https://medex.com.bd/brands/11918/allernil-5mg
Allertin,Tablet,Navana Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/30398/allertin-20mg
Allertin,Oral Solution,Navana Pharmaceuticals Ltd.,12.5 mg/5 ml,"60 ml bottle :
            
                                    ৳ 120.00",https://medex.com.bd/brands/31418/allertin-125mg
Allet,Ophthalmic Solution,Healthcare Pharmaceuticals Ltd.,0.1%,"5 ml drop :
            
                                    ৳ 110.00",https://medex.com.bd/brands/15995/allet-01
Allet DS,Ophthalmic Solution,Healthcare Pharmaceuticals Ltd.,0.2%,"5 ml drop :
            
                                    ৳ 180.00",https://medex.com.bd/brands/16000/allet-ds-02
Allion Gold,Tablet,Beacon Pharmaceuticals Ltd.,,Unit Price : ৳ 10.00,https://medex.com.bd/brands/14085/allion-gold
Allphen,Elixir,Medimet Pharmaceuticals Ltd.,5 mg/5 ml,"100 ml bottle :
            
                                    ৳ 24.00",https://medex.com.bd/brands/4652/allphen-5mg
Allygest,Tablet,Nuvista Pharma Ltd.,5 mg,Unit Price : ৳ 7.72,https://medex.com.bd/brands/437/allygest-5mg
Allynol,Tablet,Popular Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/438/allynol-5mg
Almasil MS,Chewable Tablet,United Pharmaceuticals Ltd.,400 mg+400 mg+30 mg,Unit Price : ৳ 0.75,https://medex.com.bd/brands/17550/almasil-ms-400mg
Almasil MS,Oral Suspension,United Pharmaceuticals Ltd.,(400 mg+400 mg+30 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 54.96",https://medex.com.bd/brands/17560/almasil-ms-400mg
Almex,Oral Suspension,Square Pharmaceuticals Ltd.,200 mg/5 ml,"10 ml bottle :
            
                                    ৳ 20.00",https://medex.com.bd/brands/281/almex-200mg
Almex,Chewable Tablet,Square Pharmaceuticals Ltd.,400 mg,Unit Price : ৳ 5.02,https://medex.com.bd/brands/282/almex-400mg
Almex-Vet,Bolus Tablet,Square Pharmaceuticals Ltd.,600 mg,Unit Price : ৳ 7.67,https://medex.com.bd/brands/31229/almex-vet-600mg
Almin,Oral Suspension,Kumudini Pharma Ltd.,200 mg/5 ml,"10 ml bottle :
            
                                    ৳ 15.00",https://medex.com.bd/brands/283/almin-200mg
Almin,Chewable Tablet,Kumudini Pharma Ltd.,400 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/284/almin-400mg
Almitan,Tablet,Opsonin Pharma Ltd.,6.25 mg,Unit Price : ৳ 25.00,https://medex.com.bd/brands/445/almitan-625mg
Almoxil,Capsule,Aexim Pharmaceuticals Ltd.,250 mg,Unit Price : ৳ 3.30,https://medex.com.bd/brands/28134/almoxil-250mg
Almoxil,Capsule,Aexim Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 6.60,https://medex.com.bd/brands/6419/almoxil-500mg
Almoxil,Powder for Suspension,Aexim Pharmaceuticals Ltd.,125 mg/5 ml,"100 ml bottle :
            
                                    ৳ 45.00",https://medex.com.bd/brands/6420/almoxil-125mg
Alneed,Capsule,Incepta Pharmaceuticals Ltd.,,Unit Price : ৳ 3.00,https://medex.com.bd/brands/13225/alneed
Alneed Gold,Capsule,Incepta Pharmaceuticals Ltd.,,Unit Price : ৳ 6.00,https://medex.com.bd/brands/13393/alneed-gold
Alneed Plus,Capsule,Incepta Pharmaceuticals Ltd.,,Unit Price : ৳ 3.50,https://medex.com.bd/brands/13258/alneed-plus
Alodoben DS,Chewable Tablet,Benham Pharmaceuticals Ltd.,400 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/25456/alodoben-ds-400mg
Alofen,Tablet,Orbit Pharmaceuticals Ltd.,100 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/17367/alofen-100mg
Aloglip,Tablet,Navana Pharmaceuticals Ltd.,12.5 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/30991/aloglip-125mg
Aloglip,Tablet,Navana Pharmaceuticals Ltd.,6.25 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/30990/aloglip-625mg
Aloglip,Tablet,Navana Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/30977/aloglip-25mg
Alona,Tablet,Kemiko Pharmaceuticals Ltd.,100 mg,Unit Price : ৳ 4.01,https://medex.com.bd/brands/28/alona-100mg
Alopin,Tablet,Silco Pharmaceutical Ltd.,5 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/31446/alopin-5mg
Alor,Cream,Gaco Pharmaceuticals Ltd.,0.025%,"5 gm tube :
            
                                    ৳ 30.00",https://medex.com.bd/brands/12630/alor-0025
Aloran,Tablet,Alco Pharma Ltd.,5 mg,Unit Price : ৳ 2.51,https://medex.com.bd/brands/27839/aloran-5mg
Aloten,Tablet,Kemiko Pharmaceuticals Ltd.,5 mg+25 mg,Unit Price : ৳ 4.24,https://medex.com.bd/brands/784/aloten-5mg
Aloten Forte,Tablet,Kemiko Pharmaceuticals Ltd.,5 mg+50 mg,Unit Price : ৳ 4.51,https://medex.com.bd/brands/785/aloten-forte-5mg
Alovera,Tablet,ACME Laboratories Ltd.,345 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/29711/alovera-345mg
Alpam,Tablet,Asiatic Laboratories Ltd.,0.5 mg,Unit Price : ৳ 2.00,https://medex.com.bd/brands/196/alpam-05mg
Alpam,Tablet,Asiatic Laboratories Ltd.,0.25 mg,Unit Price : ৳ 1.00,https://medex.com.bd/brands/195/alpam-025mg
Alpatin,Ophthalmic Solution,Beximco Pharmaceuticals Ltd.,0.05%,"5 ml drop :
            
                                    ৳ 150.00",https://medex.com.bd/brands/15941/alpatin-005
Alphagan P,Ophthalmic Solution,Eskayef Pharmaceuticals Ltd.,0.15%,"5 ml drop :
            
                                    ৳ 664.00",https://medex.com.bd/brands/26818/alphagan-p-015
Alphalok,Tablet,Opsonin Pharma Ltd.,1 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/31400/alphalok-1mg
Alphalok,Tablet,Opsonin Pharma Ltd.,2 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/31401/alphalok-2mg
Alphalok XR,Tablet (Extended Release),Opsonin Pharma Ltd.,2.5 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/31617/alphalok-xr-25mg
Alphalok XR,Tablet (Extended Release),Opsonin Pharma Ltd.,5 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/31618/alphalok-xr-5mg
Alphanate,IV Infusion,Grifols Biologicals LLC,250 IU/vial,"5 ml vial :
            
                                    ৳ 9,500.00",https://medex.com.bd/brands/3333/alphanate-250iu
Alphanate,Injection,Grifols Biologicals LLC,250 IU,"250 IU vial :
            
                                    ৳ 9,900.00",https://medex.com.bd/brands/982/alphanate-250iu
Alphapress,Tablet,Renata Limited,1 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/2586/alphapress-1mg
Alphapress,Tablet,Renata Limited,2 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/2587/alphapress-2mg
Alphapress XR,Tablet (Extended Release),Renata Limited,2.5 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/29287/alphapress-xr-25mg
Alphapress XR,Tablet (Extended Release),Renata Limited,5 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/29288/alphapress-xr-5mg
Alphin DS,Chewable Tablet,Beximco Pharmaceuticals Ltd.,400 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/286/alphin-ds-400mg
Alprax,Tablet,Opsonin Pharma Ltd.,0.5 mg,Unit Price : ৳ 2.01,https://medex.com.bd/brands/198/alprax-05mg
Alprax,Tablet,Opsonin Pharma Ltd.,0.25 mg,Unit Price : ৳ 1.00,https://medex.com.bd/brands/197/alprax-025mg
Alprax XR,Tablet (Extended Release),Opsonin Pharma Ltd.,1 mg,Unit Price : ৳ 4.02,https://medex.com.bd/brands/200/alprax-xr-1mg
Alprax XR,Tablet (Extended Release),Opsonin Pharma Ltd.,2 mg,Unit Price : ৳ 8.03,https://medex.com.bd/brands/199/alprax-xr-2mg
Alpro,Chewable Tablet,Pharmadesh Laboratories Ltd.,400 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/288/alpro-400mg
Alrin,Tablet,Renata Limited,60 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/30539/alrin-60mg
Altadin,Ophthalmic Solution,Eskayef Pharmaceuticals Ltd.,0.25%,"5 ml drop :
            
                                    ৳ 400.00",https://medex.com.bd/brands/28396/altadin-025
Alterin,Tablet,Euro Pharma Ltd.,50 mg,Unit Price : ৳ 1.00,https://medex.com.bd/brands/10938/alterin-50mg
Alterin TR,Capsule (Timed Release),Euro Pharma Ltd.,100 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/10939/alterin-tr-100mg
Altiver,Capsule,Kemiko Pharmaceuticals Ltd.,60 mg,Unit Price : ৳ 22.00,https://medex.com.bd/brands/28006/altiver-60mg
Alton,Tablet (Enteric Coated),General Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 5.02,https://medex.com.bd/brands/1981/alton-20mg
Alton,Tablet (Enteric Coated),General Pharmaceuticals Ltd.,40 mg,Unit Price : ৳ 8.03,https://medex.com.bd/brands/1982/alton-40mg
Alton,IV Injection,General Pharmaceuticals Ltd.,40 mg/vial,"40 mg vial :
            
                                    ৳ 100.30",https://medex.com.bd/brands/26546/alton-40mg
Altorec,Tablet,Allied Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/15416/altorec-10mg
Altovas,Tablet,Innova Pharma (Albion),10 mg,Unit Price : ৳ 11.81,https://medex.com.bd/brands/25540/altovas-10mg
Altovas,Tablet,Innova Pharma (Albion),20 mg,Unit Price : ৳ 23.61,https://medex.com.bd/brands/25541/altovas-20mg
Altrax,Syrup,Alkad Laboratories,40 mg/5 ml,"15 ml bottle :
            
                                    ৳ 15.00",https://medex.com.bd/brands/21448/altrax-40mg
Altrip,Tablet,NIPRO JMI Pharma Ltd.,6.25 mg,Unit Price : ৳ 25.08,https://medex.com.bd/brands/446/altrip-625mg
Altrum Gold,Tablet,Ziska Pharmaceuticals Ltd.,,Unit Price : ৳ 7.00,https://medex.com.bd/brands/14746/altrum-gold
Altrum Silver,Tablet,Ziska Pharmaceuticals Ltd.,,Unit Price : ৳ 7.00,https://medex.com.bd/brands/26719/altrum-silver
Alucil-S,Oral Suspension,Opsonin Pharma Ltd.,(400 mg+400 mg+30 mg)/5 ml,"200 ml bottle :
            
                                    ৳ 80.00",https://medex.com.bd/brands/455/alucil-s-400mg
Alucil-S,Chewable Tablet,Opsonin Pharma Ltd.,400 mg+400 mg+30 mg,Unit Price : ৳ 2.00,https://medex.com.bd/brands/492/alucil-s-400mg
Aluctin,Capsule,Ambee Pharmaceuticals Ltd.,30 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/4165/aluctin-30mg
Aluric,Tablet,Sonear Laboratories Ltd.,100 mg,Unit Price : ৳ 4.10,https://medex.com.bd/brands/182/aluric-100mg
Alurol,Tablet,Incepta Pharmaceuticals Ltd.,100 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/30124/alurol-100mg
Alvasin,Syrup,Hamdard Bangladesh,,"100 ml bottle :
            
                                    ৳ 70.00",https://medex.com.bd/brands/29645/alvasin
Alve,Tablet,Orion Pharma Ltd.,60 mg,Unit Price : ৳ 5.01,https://medex.com.bd/brands/517/alve-60mg
Alvenor,Tablet,Beacon Pharmaceuticals Ltd.,450 mg+50 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/22479/alvenor-450mg
Alvenor,Tablet,Beacon Pharmaceuticals Ltd.,900 mg+100 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/27269/alvenor-900mg
Alveofact,Intratracheal Suspension,ZAS Corporation,45 mg/ml,"2.4 ml vial :
            
                                    ৳ 27,000.00",https://medex.com.bd/brands/29596/alveofact-45mg
